id,Name,Nationality,Club,Score,International_reputation
4590,Ivo Pinto,Portugal,Dinamo Zagreb,71,1
4591,P. Djilobodji,Senegal,Gazişehir Gaziantep F.K.,71,1
4592,M. Bourabia,Morocco,Sassuolo,71,1
4593,J. McClean,Ireland,Stoke City,71,2
4594,N. Đurđić,Serbia,Hammarby IF,71,1
4595,Rodri,Spain,Granada CF,71,1
4596,J. Hochscheidt,Germany,FC Erzgebirge Aue,71,1
4597,A. Tinnerholm,Sweden,New York City FC,71,1
4598,D. Lekić,Serbia,Cádiz CF,71,1
4599,K. Mokotjo,South Africa,Brentford,71,1
4600,Hong Chul,South Korea,Suwon Samsung Bluewings,71,1
4601,Yun Young Sun,South Korea,Ulsan Hyundai FC,71,1
4602,A. Abrashi,Albania,SC Freiburg,71,1
4603,Hwang Il Soo,South Korea,Ulsan Hyundai FC,71,1
4604,Joselu,Spain,Real Oviedo,71,1
4605,B. Balaj,Albania,SK Sturm Graz,71,1
4606,J. Sánchez,Mexico,Guadalajara,71,1
4607,Jorge Teixeira,Portugal,Sint-Truidense VV,71,1
4608,M. Torsiglieri,Argentina,Gimnasia y Esgrima La Plata,71,1
4609,M. Yumlu,Turkey,Denizlispor,71,1
4610,Z. Bergdich,Morocco,Denizlispor,71,1
4611,Timor,Spain,UD Las Palmas,71,1
4612,P. Pervan,Austria,VfL Wolfsburg,71,1
4613,J. Paterson,United Kingdom,Derby County,71,1
4614,Zhang Linpeng,China,Guangzhou Evergrande Taobao FC,71,1
4615,S. Aydoğdu,Turkey,Medipol Başakşehir FK,71,1
4616,M. Colin,France,Birmingham City,71,1
4617,K. Kusk,Denmark,Aalborg BK,71,1
4618,Kike Márquez,Spain,Extremadura UD,71,1
4619,C. Quintero,Colombia,Atlético Bucaramanga,71,1
4620,M. Pátkai,Hungary,Hungary,71,1
4621,Alejandro Rodríguez,Spain,Chievo Verona,71,1
4622,A. Søderlund,Norway,Rosenborg BK,71,1
4623,A. Ienaga,Japan,Kawasaki Frontale,71,1
4624,J. Fernández,Argentina,Atlético Tucumán,71,1
4625,S. Zoller,Germany,VfL Bochum 1848,71,1
4626,Lee Seung Gi,South Korea,Jeonbuk Hyundai Motors,71,1
4627,Z. Erdal,Turkey,Sivasspor,71,1
4628,T. Carroll,United Kingdom,Swansea City,71,1
4629,K. Müller,Germany,1. FC Heidenheim 1846,71,1
4630,H. Kekana,South Africa,South Africa,71,1
4631,D. Lezcano,Paraguay,FC Juárez,71,1
4632,Cristian Herrera,Spain,CD Lugo,71,1
4633,Diogo Figueiras,Portugal,SC Braga,71,1
4634,G. Achilier,Ecuador,Monarcas Morelia,71,1
4635,P. Diamanka,Senegal,Girona FC,71,1
4636,T. Weilandt,Germany,VfL Bochum 1848,71,1
4637,Rafael Lopes,Portugal,Cracovia,71,1
4638,S. Schwab,Austria,SK Rapid Wien,71,1
4639,R. Baca,Mexico,Cruz Azul,71,1
4640,David Ferreiro,Spain,SD Huesca,71,1
4641,Marcelo,Brazil,Chicago Fire,71,1
4642,G. Espinoza,Chile,Universidad de Chile,71,1
4643,André Sousa,Portugal,Os Belenenses,71,1
4644,D. Texeira,Uruguay,Moreirense FC,71,1
4645,D. Đoković,Croatia,CFR Cluj,71,1
4646,E. Alioski,Macedonia,Leeds United,71,1
4647,J. Dezi,Italy,Empoli,71,1
4648,M. Antonsson,Sweden,Malmö FF,71,1
4649,C. Bălgrădean,Romania,FCSB (Steaua),71,1
4650,A. Giannou,Australia,Australia,71,1
4651,S. Ben Youssef,Tunisia,Kasimpaşa SK,71,1
4652,D. Dwyer,United States,Orlando City SC,71,1
4653,Kim In Seong,South Korea,Ulsan Hyundai FC,71,1
4654,I. Runje,Croatia,Jagiellonia Białystok,71,1
4655,R. Himmelmann,Germany,FC St. Pauli,71,1
4656,E. Valentini,Germany,1. FC Nürnberg,71,1
4657,Y. M'Changama,Comoros,Grenoble Foot 38,71,1
4658,L. Lollo,Italy,Empoli,71,1
4659,E. Pačinda,Slovakia,Korona Kielce,71,1
4660,C. Goodwin,Australia,Al Wehda,71,1
4661,Hélder Lopes,Portugal,AEK Athens,71,1
4662,H. Kiyotake,Japan,Cerezo Osaka,71,2
4663,G. Lovrencsics,Hungary,Hungary,71,1
4664,M. Abero,Uruguay,Patronato,71,1
4665,H. Aleesami,Norway,Amiens SC,71,1
4666,Elsinho,Brazil,Shimizu S-Pulse,71,1
4667,A. Rojas,Argentina,Atlético Tucumán,71,1
4668,M. Goicoechea,Uruguay,Toulouse Football Club,71,1
4669,B. Kololli,Kosovo,FC Zürich,71,1
4670,A. Chipciu,Romania,Romania,71,1
4671,D. Nistor,Romania,Dinamo Bucureşti,71,1
4672,R. Philippoteaux,France,Nîmes Olympique,71,1
4673,W. Dutoit,France,KV Oostende,71,1
4674,R. Sigurjónsson,Iceland,Iceland,71,1
4675,M. Cabrera,Uruguay,Deportivo Cali,71,1
4676,B. Acosta,Costa Rica,SK Brann,71,1
4677,Y. Candelo,Colombia,Atlético Nacional,71,1
4678,E. Perlaza,Colombia,Independiente Medellín,71,1
4679,J. Pérez,Colombia,Millonarios FC,71,1
4680,A. Rodríguez,Colombia,Minnesota United FC,71,1
4681,M. Piedrahita,Colombia,Junior FC,71,1
4682,F. Díaz,Colombia,Alianza Petrolera,71,1
4683,L. Barrera,Argentina,Clube Sport Marítimo,71,1
4684,P. Rubio,Chile,CD Universidad de Concepción,71,1
4685,C. Riaño,Argentina,Rosario Central,71,1
4686,G. Verón,Argentina,Club Atlético Aldosivi,71,1
4687,L. Albertengo,Argentina,Newell's Old Boys,71,1
4688,E. García,Mexico,Pachuca,71,1
4689,P. Velázquez,Paraguay,Gimnasia y Esgrima La Plata,71,1
4690,S. Torrico,Argentina,San Lorenzo de Almagro,71,1
4691,C. Pinares,Chile,Universidad Católica,71,1
4692,Cristian López,Spain,Angers SCO,71,1
4693,Alex Soares,Portugal,Moreirense FC,71,1
4694,M. Morishige,Japan,FC Tokyo,71,1
4695,G. Toledo,Argentina,Atlético Tucumán,71,1
4696,Y. Erdoğan,Turkey,Kasimpaşa SK,71,1
4697,Rafael Costa,Brazil,Boavista FC,71,1
4698,A. Farías,Argentina,CD Palestino,71,1
4699,Jesús Imaz,Spain,Jagiellonia Białystok,71,1
4700,J. Cabrera,Uruguay,Melbourne City FC,71,1
4701,T. Romanczuk,Poland,Jagiellonia Białystok,71,1
4702,N. Leyes,Argentina,CD Antofagasta,71,1
4703,R. Mphahlele,South Africa,Kaizer Chiefs,71,1
4704,F. Sambueza,Argentina,Independiente Santa Fe,71,1
4705,F. Sotoca,France,Racing Club de Lens,71,1
4706,H. Veerman,Netherlands,FC St. Pauli,71,1
4707,Edu Machado,Portugal,Boavista FC,71,1
4708,J. Benítez,Argentina,Coquimbo Unido,71,1
4709,Moon Seon Min,South Korea,Jeonbuk Hyundai Motors,71,1
4710,Heitor Gesse,Brazil,Cruzeiro,71,1
4711,Alam Araújo,Brazil,Grêmio,71,1
4712,Alex das Freitas,Brazil,CSA - AL,71,1
4713,Adeilson Gesser,Brazil,Bahia,71,1
4714,Heltinho Melo,Brazil,Atlético Paranaense,71,1
4715,Emerson Avintes,Brazil,Chapecoense,71,1
4716,Eltildo Bessa,Brazil,Fortaleza,71,1
4717,André Milazisco,Brazil,Atlético Paranaense,71,1
4718,Wiliam Santinho,Brazil,Fluminense,71,1
4719,Wagner Orsinho,Brazil,Fluminense,71,1
4720,Luisinho Conradi,Brazil,Atlético Mineiro,71,1
4721,Tramontinaldo,Brazil,Atlético Paranaense,71,1
4722,Silvosinho,Brazil,Santos,71,1
4723,Tony Muttinho,Brazil,Fortaleza,71,1
4724,Pombaxinho,Brazil,Goiás,71,1
4725,Heitinho Zanon,Brazil,Bahia,71,1
4726,Allison Sireo,Brazil,CSA - AL,71,1
4727,Miltisco Paulino,Brazil,Santos,71,1
4728,Tiago Pombeira,Brazil,Atlético Mineiro,71,1
4729,Paulolettinho,Brazil,Fortaleza,71,1
4730,Nascimentardo,Brazil,Ceará Sporting Club,71,1
4731,Saberto Botelho,Brazil,Atlético Paranaense,71,1
4732,Y. Kashiwa,Japan,Sanfrecce Hiroshima,71,1
4733,H. Abe,Japan,Kawasaki Frontale,71,1
4734,G. Acosta,Argentina,Atlético Tucumán,71,1
4735,F. Sbuttoni,Argentina,Arsenal de Sarandí,71,1
4736,K. Higashi,Japan,FC Tokyo,71,1
4737,Júnior Morais,Brazil,Gazişehir Gaziantep F.K.,71,1
4738,Nathael Silbeira,Brazil,Cruzeiro,71,1
4739,Eduardo Fonseira,Brazil,Botafogo,71,1
4740,M. Rygaard,Denmark,FC Nordsjælland,71,1
4741,O. El Hajjam,Morocco,ESTAC Troyes,71,1
4742,Jorge Fellipe,Brazil,Damac FC,71,1
4743,N. Gorosito,Argentina,Albacete BP,71,1
4744,M. Pajač,Croatia,Cagliari,71,1
4745,Y. Shakhov,Ukraine,Lecce,71,1
4746,J. Mosquera,Colombia,Deportivo Cali,71,1
4747,Luisinho,Brazil,Al Faisaly,71,1
4748,K. Fortuné,France,ESTAC Troyes,71,1
4749,João Bardinho,Brazil,Botafogo,71,1
4750,Martin Cordeia,Brazil,Internacional,71,1
4751,Marlion Rolim,Brazil,Cruzeiro,71,1
4752,Túlio Sandoiro,Brazil,CSA - AL,71,1
4753,D. Guzman,Costa Rica,Columbus Crew SC,71,1
4754,R. Procházka,Slovakia,Viktoria Plzeň,71,1
4755,L. Filip,Romania,FCSB (Steaua),71,1
4756,P. De la Vega,Argentina,Club Atlético Lanús,70,1
4757,T. Kubo,Japan,Real Madrid,70,1
4758,A. Pinamonti,Italy,Genoa,70,1
4759,M. Gibbs-White,United Kingdom,Wolverhampton Wanderers,70,1
4760,M. Boadu,Netherlands,AZ Alkmaar,70,1
4761,H. Traorè,Cote d'Ivoire,Sassuolo,70,1
4762,C. Ferreira,Argentina,River Plate,70,1
4763,J. Hurtado,Venezuela,Boca Juniors,70,1
4764,A. Hložek,Czech Republic,Sparta Praha,70,1
4765,M. Solomon,Israel,Shakhtar Donetsk,70,1
4766,R. Vargas,Switzerland,FC Augsburg,70,1
4767,G. Plata,Ecuador,Sporting CP,70,1
4768,M. Svanberg,Sweden,Bologna,70,1
4769,R. Gumny,Poland,Lech Poznań,70,1
4770,Rúben Vinagre,Portugal,Wolverhampton Wanderers,70,1
4771,E. Brignola,Italy,Sassuolo,70,1
4772,A. Barkok,Germany,Fortuna Düsseldorf,70,1
4773,A. Tchouaméni,France,FC Girondins de Bordeaux,70,1
4774,F. Amuzu,Belgium,RSC Anderlecht,70,1
4775,I. Openda,Belgium,Club Brugge KV,70,1
4776,Miguel Luís,Portugal,Sporting CP,70,1
4777,Romário Baró,Portugal,FC Porto,70,1
4778,K. Dowell,United Kingdom,Derby County,70,1
4779,Diogo Costa,Portugal,FC Porto,70,1
4780,H. Abe,Japan,FC Barcelona,70,1
4781,L. Reis,Netherlands,FC Barcelona,70,1
4782,Rogério,Brazil,Sassuolo,70,1
4783,L. Maina,Germany,Hannover 96,70,1
4784,J. Bijol,Slovenia,PFC CSKA Moscow,70,1
4785,S. Wamangituka,DR Congo,VfB Stuttgart,70,1
4786,T. Roberts,United Kingdom,Leeds United,70,1
4787,B. Riveros,Paraguay,FC Basel 1893,70,1
4788,D. Geiger,Germany,TSG 1899 Hoffenheim,70,1
4789,M. Varnier,Italy,Atalanta,70,1
4790,R. Cannon,United States,FC Dallas,70,1
4791,A. Sigurðsson,Iceland,PFC CSKA Moscow,70,1
4792,Han Kwang Song,South Korea,Cagliari,70,1
4793,K. Mavropanos,Greece,Arsenal,70,1
4794,K. Bistrović,Croatia,PFC CSKA Moscow,70,1
4795,A. Fein,Germany,Hamburger SV,70,1
4796,Luís Maximiano,Portugal,Sporting CP,70,1
4797,V. Mykolenko,Ukraine,Dynamo Kyiv,70,1
4798,E. Aguirre,Mexico,Pachuca,70,1
4799,Rodri Tarín,Spain,CD Leganés,70,1
4800,R. Manaj,Albania,Albacete BP,70,1
4801,M. van Bergen,Netherlands,SC Heerenveen,70,1
4802,C. Bravo,Argentina,Club Atlético Banfield,70,1
4803,K. Mac Allister,Argentina,Boca Juniors,70,1
4804,A. Maksimenko,Russia,Spartak Moscow,70,1
4805,M. Schubert,Germany,FC Schalke 04,70,1
4806,A. Bernede,France,FC Red Bull Salzburg,70,1
4807,Nolaskoain,Spain,Deportivo de La Coruña,70,1
4808,T. Belmonte,Argentina,Club Atlético Lanús,70,1
4809,K. Parks,United States,New York City FC,70,1
4810,J. Campuzano,Colombia,Boca Juniors,70,1
4811,S. Bornauw,Belgium,1. FC Köln,70,1
4812,Jean Lucas,Brazil,Olympique Lyonnais,70,1
4813,R. Henry,United Kingdom,Brentford,70,1
4814,D. Solanke,United Kingdom,Bournemouth,70,1
4815,A. Cistana,Italy,Brescia,70,1
4816,E. Konsa,United Kingdom,Aston Villa,70,1
4817,Fran Villalba,Spain,Birmingham City,70,1
4818,J. Makengo,France,Toulouse Football Club,70,1
4819,R. Pierre-Gabriel,France,1. FSV Mainz 05,70,1
4820,B. Jatta,Gambia,Hamburger SV,70,1
4821,L. Bénes,Slovakia,Borussia Mönchengladbach,70,1
4822,M. Fofana,Mali,FC Metz,70,1
4823,I. Zlobin,Russia,SL Benfica,70,1
4824,A. Nordin,France,AS Saint-Étienne,70,1
4825,H. Maïga,Cote d'Ivoire,FC Metz,70,1
4826,O. Okwonkwo,Nigeria,Montreal Impact,70,1
4827,V. Kravets,Ukraine,CD Leganés,70,1
4828,M. Friedl,Austria,SV Werder Bremen,70,1
4829,N. Barrios,Argentina,San Lorenzo de Almagro,70,1
4830,G. Carrasco,Argentina,Club Atlético Lanús,70,1
4831,Jordi Mboula,Spain,KSV Cercle Brugge,70,1
4832,Y. Çetin,Turkey,Roma,70,1
4833,G. Magnani,Italy,Brescia,70,1
4834,Alex López,Spain,CD Lugo,70,1
4835,G. Yalçın,Turkey,Beşiktaş JK,70,1
4836,L. Randjelovic,Serbia,Olympiacos CFP,70,1
4837,G. Sandoval,Mexico,Guadalajara,70,1
4838,J. Fuentes,Chile,Estudiantes de La Plata,70,1
4839,P. Galdames,Chile,Vélez Sarsfield,70,1
4840,O. Kemen,France,Chamois Niortais Football Club,70,1
4841,F. Honorat,France,AS Saint-Étienne,70,1
4842,J. Stacey,United Kingdom,Bournemouth,70,1
4843,W. Kaptoum,Cameroon,Real Betis,70,1
4844,G. Banguera,Colombia,Atlético Huila,70,1
4845,M. Matvienko,Ukraine,Shakhtar Donetsk,70,1
4846,J. Worrall,United Kingdom,Nottingham Forest,70,1
4847,J. Clarke-Salter,United Kingdom,Birmingham City,70,1
4848,D. Sallói,Hungary,Sporting Kansas City,70,1
4849,C. Acevedo,Mexico,Santos Laguna,70,1
4850,S. Özcan,Germany,1. FC Köln,70,1
4851,F. Depaoli,Italy,Sampdoria,70,1
4852,A. Guliev,Russia,Spartak Moscow,70,1
4853,E. Owusu,France,KAA Gent,70,1
4854,S. Córdova,Venezuela,FC Augsburg,70,1
4855,N. Špalek,Slovakia,Brescia,70,1
4856,A. Cicâldău,Romania,Universitatea Craiova,70,1
4857,E. Mwepu,Zambia,FC Red Bull Salzburg,70,1
4858,N. Pérez,Argentina,Famalicão,70,1
4859,T. Borevković,Croatia,Rio Ave FC,70,1
4860,I. Zlatanović,Serbia,CD Numancia,70,1
4861,I. Brown,United Kingdom,Luton Town,70,1
4862,G. Kamara,Finland,Rangers FC,70,1
4863,P. McNair,United Kingdom,Middlesbrough,70,1
4864,G. Moncini,Italy,SPAL,70,1
4865,R. Rúnarsson,Iceland,Dijon FCO,70,1
4866,J. Williams,United Kingdom,Wigan Athletic,70,1
4867,M. Wittek,Germany,SpVgg Greuther Fürth,70,1
4868,V. Milinković-Savić,Serbia,Standard de Liège,70,1
4869,K. Palmer,United Kingdom,Bristol City,70,1
4870,M. Duelund,Denmark,Dynamo Kyiv,70,1
4871,M. Cash,United Kingdom,Nottingham Forest,70,1
4872,A. Batalla,Argentina,Unión La Calera,70,1
4873,J. Andersson,Sweden,FC Midtjylland,70,1
4874,B. Mansilla,Argentina,Vitória de Setúbal,70,1
4875,T. Kadewere,Zimbabwe,Le Havre AC,70,1
4876,Joan Sastre,Spain,RCD Mallorca,70,1
4877,E. Cobbaut,Belgium,RSC Anderlecht,70,1
4878,D. Batallini,Argentina,Argentinos Juniors,70,1
4879,J. Andrada,Argentina,Godoy Cruz,70,1
4880,R. Zhemaletdinov,Russia,Lokomotiv Moscow,70,1
4881,N. Sarenren Bazee,Nigeria,FC Augsburg,70,1
4882,P. Sandler,Netherlands,RSC Anderlecht,70,1
4883,Benny,Portugal,Os Belenenses,70,1
4884,W. Faes,Belgium,KV Oostende,70,1
4885,Koke Vegas,Spain,Deportivo de La Coruña,70,1
4886,T. Guidara,Argentina,Vélez Sarsfield,70,1
4887,J. Ebobisse,United States,Portland Timbers,70,1
4888,J. Yueill,United States,San Jose Earthquakes,70,1
4889,C. Spinelli,Argentina,Gimnasia y Esgrima La Plata,70,1
4890,Olabe,Spain,Albacete BP,70,1
4891,K. Dabila,Cote d'Ivoire,KSV Cercle Brugge,70,1
4892,F. Manojlović,Serbia,Getafe CF,70,1
4893,Gabrielzinho,Brazil,Rio Ave FC,70,1
4894,N. Maraš,Serbia,UD Almería,70,1
4895,Vagner,Cabo Verde,AS Nancy Lorraine,70,1
4896,A. Gojak,Bosnia and Herzegovina,Dinamo Zagreb,70,1
4897,B. Dia,France,Stade de Reims,70,1
4898,C. Oliva,Uruguay,Cagliari,70,1
4899,Villalibre,Spain,Athletic Club de Bilbao,70,1
4900,Joel Pereira,Portugal,Heart of Midlothian,70,1
4901,T. Martínez,Argentina,Houston Dynamo,70,1
4902,C. Higuita,Colombia,Orlando City SC,70,1
4903,M. Bolados,Chile,Colo-Colo,70,1
4904,A. Werner,Argentina,Atlético de San Luis,70,1
4905,L. Henderson,United Kingdom,Hellas Verona,70,1
4906,Iván Rodríguez,Spain,Málaga CF,70,1
4907,R. Aarons,United Kingdom,Newcastle United,70,1
4908,M. Rodák,Slovakia,Fulham,70,1
4909,K. Diks,Netherlands,Empoli,70,1
4910,C. Roberts,United Kingdom,Swansea City,70,1
4911,I. Jeraldino,Chile,Audax Italiano,70,1
4912,F. Platte,Germany,SV Darmstadt 98,70,1
4913,N. Tripichio,Argentina,Defensa y Justicia,70,1
4914,K. N'Doram,France,FC Metz,70,1
4915,L. Klünter,Germany,Hertha BSC,70,1
4916,F. Kamberi,Switzerland,Hibernian,70,1
4917,M. Verrips,Netherlands,Sheffield United,70,1
4918,R. Del Castillo,France,Stade Rennais FC,70,1
4919,A. Castro-Montes,Belgium,KAA Gent,70,1
4920,S. Campo,Switzerland,FC Basel 1893,70,1
4921,C. Rodríguez,Mexico,Monterrey,70,1
4922,P. Cuadra,Argentina,Unión de Santa Fe,70,1
4923,A. Guðmundsson,Iceland,AZ Alkmaar,70,1
4924,Gorosabel,Spain,Real Sociedad,70,1
4925,M. Dräger,Tunisia,SC Paderborn 07,70,1
4926,J. Igbekeme,Nigeria,Real Zaragoza,70,1
4927,C. Donis,Greece,Panathinaikos FC,70,1
4928,A. Mabil,Australia,FC Midtjylland,70,1
4929,A. Mowatt,United Kingdom,Barnsley,70,1
4930,M. Ingvartsen,Denmark,1. FC Union Berlin,70,1
4931,Tomás Podstawski,Portugal,Pogoń Szczecin,70,1
4932,M. Helik,Poland,Cracovia,70,1
4933,C. Aboagye,Ghana,Querétaro,70,1
4934,B. Sanneh,Gambia,Göztepe SK,70,1
4935,M. Bălașa,Romania,Universitatea Craiova,70,1
4936,R. Echeverría,Chile,Universidad de Chile,70,1
4937,R. Burke,United Kingdom,Hull City,70,1
4938,D. Avdijaj,Kosovo,Trabzonspor,70,1
4939,M. Thorsby,Norway,Sampdoria,70,1
4940,O. Çağlayan,Turkey,Çaykur Rizespor,70,1
4941,Sergi Canós,Spain,Brentford,70,1
4942,A. Lusamba,France,OGC Nice,70,1
4943,S. Cosgrove,United Kingdom,Aberdeen,70,1
4944,Z. Machach,France,Napoli,70,1
4945,O. Linnér,Sweden,AIK,70,1
4946,J. Báez,Uruguay,Cosenza,70,1
4947,E. Rolón,Argentina,Málaga CF,70,1
4948,B. Garnica,Mexico,Santos Laguna,70,1
4949,José Arnáiz,Spain,CD Leganés,70,1
4950,S. Mosquera,Colombia,FC Dallas,70,1
4951,R. Bormuth,Germany,Fortuna Düsseldorf,70,1
4952,Luis Pérez,Spain,CD Tenerife,70,1
4953,S. Peña,Peru,FC Emmen,70,1
4954,D. Giannoulis,Greece,PAOK,70,1
4955,F. Diabaté,Mali,Leicester City,70,1
4956,K. Zachariassen,Norway,Sarpsborg 08 FF,70,1
4957,D. Batubinsika,France,Royal Antwerp FC,70,1
4958,E. Koljić,Bosnia and Herzegovina,Universitatea Craiova,70,1
4959,K. Anzai,Japan,Portimonense SC,70,1
4960,Catena,Spain,Rayo Vallecano,70,1
4961,A. Parmak,Turkey,Trabzonspor,70,1
4962,F. Durmishaj,Greece,Olympiacos CFP,70,1
4963,J. Robinson,United Kingdom,Nottingham Forest,70,1
4964,S. McDermott,Ireland,Kristiansund BK,70,1
4965,Bernardo,Spain,Granada CF,70,1
4966,K. Günter,Germany,Hellas Verona,70,1
4967,Adrián Ortolá,Spain,CD Tenerife,70,1
4968,J. Dudziak,Germany,Hamburger SV,70,1
4969,A. Linde,Sweden,Molde FK,70,1
4970,Sergi Samper,Spain,Vissel Kobe,70,1
4971,M. Müller,Germany,FC Luzern,70,1
4972,B. O'Neill,Australia,Sydney FC,70,1
4973,J. Busk,Denmark,1. FC Union Berlin,70,1
4974,L. Đorđević,Montenegro,Lokomotiv Moscow,70,1
4975,L. García,Mexico,Deportivo Toluca,70,1
4976,Pol García,Spain,Sint-Truidense VV,70,1
4977,M. Caillard,France,En Avant de Guingamp,70,1
4978,Borja López,Spain,Real Sporting de Gijón,70,1
4979,M. Caballero,Paraguay,Unión Española,70,1
4980,H. Aiesh,Sweden,IFK Göteborg,70,1
4981,E. Sobol,Ukraine,Club Brugge KV,70,1
4982,D. Rojas,Chile,Unión La Calera,70,1
4983,J. Pi,France,Stade Malherbe Caen,70,1
4984,A. Boljević,Montenegro,Standard de Liège,70,1
4985,Unai García,Spain,CA Osasuna,70,1
4986,A. Hjulsager,Denmark,KV Oostende,70,1
4987,A. Zapata,Colombia,Envigado FC,70,1
4988,B. Meling,Norway,Rosenborg BK,70,1
4989,D. Cavaré,France,Barnsley,70,1
4990,U. Đurđević,Serbia,Real Sporting de Gijón,70,1
4991,Lee Chang Min,South Korea,Jeju United FC,70,1
4992,J. Fulton,United Kingdom,Swansea City,70,1
4993,D. Rotariu,Romania,Romania,70,1
4994,E. Taşdemir,Turkey,Galatasaray SK,70,1
4995,Y. Bodiger,France,Cádiz CF,70,1
4996,A. Micai,Italy,US Salernitana 1919,70,1
4997,I. Provedel,Italy,Empoli,70,1
4998,N. Haas,Switzerland,Frosinone,70,1
4999,T. Valls,France,Nîmes Olympique,70,1
5000,M. Araujo,Peru,Peru,70,1
5001,F. Salazar,Colombia,Patriotas Boyacá FC,70,1
5002,Jeong Seung Hyun,South Korea,Kashima Antlers,70,1
5003,Jorge Pombo,Spain,Real Zaragoza,70,1
5004,G. Hendrickx,Belgium,Sporting de Charleroi,70,1
5005,D. Zhivoglyadov,Russia,Lokomotiv Moscow,70,1
5006,M. Pittón,Argentina,San Lorenzo de Almagro,70,1
5007,M. Lemos,Uruguay,UD Las Palmas,70,1
5008,Francisco Ramos,Portugal,Santa Clara,70,1
5009,Fali,Spain,Cádiz CF,70,1
5010,C. Dell'Orco,Italy,Lecce,70,1
5011,P. Erras,Germany,1. FC Nürnberg,70,1
5012,Javi Galán,Spain,SD Huesca,70,1
5013,R. Matarrita,Costa Rica,New York City FC,70,1
5014,D. Chatziisaias,Greece,Çaykur Rizespor,70,1
5015,P. Szymiński,Poland,Frosinone,70,1
5016,Alfonso Herrero,Spain,Real Oviedo,70,1
5017,A. Beghetto,Italy,Frosinone,70,1
5018,Rafa Navarro,Spain,Deportivo Alavés,70,1
5019,Reinildo,Mozambique,LOSC Lille,70,1
5020,N. Ibáñez,Argentina,Atlético de San Luis,70,1
5021,J. Elliott,United Kingdom,Philadelphia Union,70,1
5022,Lucas Possignolo,Brazil,Portimonense SC,70,1
5023,M. Ullmann,Austria,SK Rapid Wien,70,1
5024,E. Kılınç,Turkey,Sivasspor,70,1
5025,Y. Njie,Gambia,Boavista FC,70,1
5026,J. Moreno,Venezuela,DC United,70,1
5027,E. Bello,Venezuela,CD Antofagasta,70,1
5028,D. Pineda,El Salvador,Santa Clara,70,1
5029,A. Păun,Romania,CFR Cluj,70,1
5030,D. Perić,Croatia,Dinamo Zagreb,70,1
5031,S. Herreyra,Ecuador,Ecuador,70,1
5032,D. Dąbrowski,Poland,Cracovia,70,1
5033,A. Davies,United Kingdom,Stoke City,70,1
5034,S. Kitsiou,Greece,MKE Ankaragücü,70,1
5035,Ademilson,Brazil,Gamba Osaka,70,1
5036,R. Murawski,Poland,Denizlispor,70,1
5037,B. McKay,United Kingdom,Swansea City,70,1
5038,Carlinhos,Brazil,Vitória de Setúbal,70,1
5039,P. Bråtveit,Norway,Djurgårdens IF,70,1
5040,Jhon Cley,Brazil,Clube Sport Marítimo,70,1
5041,N. Gavory,France,Standard de Liège,70,1
5042,R. Andrich,Germany,1. FC Union Berlin,70,1
5043,I. Sylla,Guinea,Toulouse Football Club,70,1
5044,J. Meffert,Germany,Holstein Kiel,70,1
5045,R. Insigne,Italy,Benevento,70,1
5046,M. Cavion,Italy,Ascoli,70,1
5047,S. Asamoah,Ghana,Sint-Truidense VV,70,1
5048,S. Coopman,Belgium,Royal Antwerp FC,70,1
5049,D. Fisher,United Kingdom,Preston North End,70,1
5050,C. Fuentes,Chile,Universidad Católica,70,1
5051,S. Janko,Switzerland,BSC Young Boys,70,1
5052,Núrio,Angola,Sporting de Charleroi,70,1
5053,A. Koșelev,Moldova,Fortuna Sittard,70,1
5054,L. Paqarada,Kosovo,SV Sandhausen,70,1
5055,R. Bauer,Germany,SV Werder Bremen,70,1
5056,M. Busch,Germany,1. FC Heidenheim 1846,70,1
5057,S. Rosted,Norway,KAA Gent,70,1
5058,K. Rosenberry,United States,Colorado Rapids,70,1
5059,Borja Lasso,Spain,CD Tenerife,70,1
5060,S. Kaneko,Japan,Shimizu S-Pulse,70,1
5061,E. Pinnock,United Kingdom,Brentford,70,1
5062,P. Wiesinger,Austria,LASK Linz,70,1
5063,K. Wagner,Germany,Philadelphia Union,70,1
5064,G. Giakoumakis,Greece,AEK Athens,70,1
5065,D. Zuma,South Africa,Kaizer Chiefs,70,1
5066,C. Traoré,France,En Avant de Guingamp,70,1
5067,J. Collins,Nigeria,SC Paderborn 07,70,1
5068,F. Plach,Slovakia,Piast Gliwice,70,1
5069,Z. Kožulj,Bosnia and Herzegovina,Pogoń Szczecin,70,1
5070,T. Chorý,Czech Republic,Viktoria Plzeň,70,1
5071,H. Nielsen,Norway,SpVgg Greuther Fürth,70,1
5072,J. Steer,United Kingdom,Aston Villa,70,1
5073,D. Dumić,Bosnia and Herzegovina,SV Darmstadt 98,70,1
5074,Edu Ramos,Spain,Cádiz CF,70,1
5075,A. Diallo,Senegal,Gençlerbirliği SK,70,1
5076,Z. Boucher,France,AJ Auxerre,70,1
5077,N. Leali,Italy,Perugia,70,1
5078,D. Johnson,Jamaica,Preston North End,70,1
5079,E. Bergström,Sweden,FC Utrecht,70,1
5080,E. Kaçe,Albania,PAOK,70,1
5081,Z. Gano,Belgium,KRC Genk,70,1
5082,A. Trajkovski,Macedonia,RCD Mallorca,70,1
5083,R. Schoofs,Belgium,KV Mechelen,70,1
